ENSG00000148288 GBGT1 gene_1
ENSG00000250722 SEPP1 gene_9491
ENSG00000208892 SNORA49 gene_9492
ENSG00000140382 HMG20A gene_9493
ENSG00000186364 NUDT17 gene_9494
ENSG00000265538 MIR4421 gene_9495
ENSG00000134057 CCNB1 gene_9496
ENSG00000006059 KRT33A gene_9497
ENSG00000201925 RNA5S15 gene_9498
ENSG00000238271 IFNWP19 gene_9499
ENSG00000223496 EXOSC6 gene_9500
ENSG00000178602 OTOS gene_9501
ENSG00000144369 FAM171B gene_9502
ENSG00000200238 RNA5SP133 gene_9503
ENSG00000185028 LRRC14B gene_9504
ENSG00000223876 RPS27P1 gene_9505
ENSG00000087269 NOP14 gene_9506
ENSG00000259557 HMGN1P26 gene_9507
ENSG00000103037 SETD6 gene_9508
ENSG00000175279 APITD1 gene_9509
ENSG00000174677 VN1R6P gene_9510
ENSG00000139187 KLRG1 gene_9511
ENSG00000187821 HELT gene_9512
ENSG00000234333 CYCSP53 gene_9513
ENSG00000167384 ZNF180 gene_9514
ENSG00000271649 LINC00904 gene_9515
ENSG00000213713 PIGCP1 gene_9516
ENSG00000251748 RNU4ATAC11P gene_9517
ENSG00000096696 DSP gene_9518
ENSG00000207619 MIR585 gene_9519
ENSG00000250324 MRPL22P1 gene_9520
ENSG00000130201 EXOC3L2 gene_9521
ENSG00000228945 CLUHP2 gene_9522
ENSG00000206923 RNU6-432P gene_9523
ENSG00000170293 CMTM8 gene_9524
ENSG00000250802 ZBED3-AS1 gene_9525
ENSG00000251781 RNA5SP356 gene_9526
ENSG00000175147 TMEM51-AS1 gene_9527
ENSG00000077549 CAPZB gene_9528
ENSG00000208003 MIR549A gene_9529
ENSG00000112695 COX7A2 gene_9530
ENSG00000222520 RNA5SP451 gene_9531
ENSG00000214866 DCDC2C gene_9532
ENSG00000179059 ZFP42 gene_9533
ENSG00000185775 SPATA31A6 gene_9534
ENSG00000238825 RNU1-13P gene_9535
ENSG00000091622 PITPNM3 gene_9536
ENSG00000251234 PSMA2P2 gene_9537
ENSG00000176746 MAGEB6 gene_9538
ENSG00000165887 ANKRD2 gene_9539
ENSG00000258104 HIGD1AP9 gene_9540
ENSG00000136802 LRRC8A gene_9541
ENSG00000160796 NBEAL2 gene_9542
ENSG00000264566 MIR23C gene_9543
ENSG00000147471 PROSC gene_9544
ENSG00000251151 HOXC-AS3 gene_9545
ENSG00000158525 CPA5 gene_9546
ENSG00000077782 FGFR1 gene_9547
ENSG00000180182 MED14 gene_9548
ENSG00000203697 CAPN8 gene_9549
ENSG00000254901 BORCS8 gene_9550
ENSG00000112539 C6orf118 gene_9551
ENSG00000119684 MLH3 gene_9552
ENSG00000276141 WHAMMP3 gene_9553
ENSG00000231538 DPP10-AS3 gene_9554
ENSG00000275267 MIR6884 gene_9555
ENSG00000240647 RN7SL305P gene_9556
ENSG00000188674 C2orf80 gene_9557
ENSG00000236569 HNRNPA1P73 gene_9558
ENSG00000221015 RNU6ATAC29P gene_9559
ENSG00000175793 SFN gene_9560
ENSG00000229427 ANKRD26P4 gene_9561
ENSG00000243544 RN7SL172P gene_9562
ENSG00000199691 RN7SKP173 gene_9563
ENSG00000254369 HOXA-AS3 gene_9564
ENSG00000211661 IGLV3-22 gene_9565
ENSG00000205155 PSENEN gene_9566
ENSG00000270222 DUXAP11 gene_9567
ENSG00000102030 NAA10 gene_9568
ENSG00000235315 RPL23AP69 gene_9569
ENSG00000228065 LINC01515 gene_9570
ENSG00000204252 HLA-DOA gene_9571
ENSG00000276840 PMS2P10 gene_9572
ENSG00000187912 CLEC17A gene_9573
ENSG00000159596 TMEM69 gene_9574
ENSG00000121211 MND1 gene_9575
ENSG00000273544 SNORA44 gene_9576
ENSG00000172757 CFL1 gene_9577
ENSG00000215771 LRRC37A14P gene_9578
ENSG00000065615 CYB5R4 gene_9579
ENSG00000201826 RNU6-867P gene_9580
ENSG00000227613 QRSL1P2 gene_9581
ENSG00000225251 RPL5P25 gene_9582
ENSG00000221931 OR6X1 gene_9583
ENSG00000073464 CLCN4 gene_9584
ENSG00000235875 ARHGEF7-AS2 gene_9585
ENSG00000244300 GATA2-AS1 gene_9586
ENSG00000063176 SPHK2 gene_9587
ENSG00000228976 SUMO2P8 gene_9588
ENSG00000185090 MANEAL gene_9589
ENSG00000124160 NCOA5 gene_9590
ENSG00000240770 C21orf91-OT1 gene_9591
ENSG00000138663 COPS4 gene_9592
ENSG00000221813 OR6B1 gene_9593
ENSG00000132313 MRPL35 gene_9594
ENSG00000170950 PGK2 gene_9595
ENSG00000251906 RNU6-351P gene_9596
ENSG00000230227 SIAH1P1 gene_9597
ENSG00000100316 RPL3 gene_9598
ENSG00000136718 IMP4 gene_9599
ENSG00000203435 E2F3P2 gene_9600
ENSG00000271138 IGLVIVOR22-1 gene_9601
ENSG00000237458 TUBB4BP3 gene_9602
ENSG00000222259 RN7SKP114 gene_9603
ENSG00000268388 FENDRR gene_9604
ENSG00000186399 GOLGA8R gene_9605
ENSG00000227806 OR5W1P gene_9606
ENSG00000205940 HSP90AB2P gene_9607
ENSG00000188234 AGAP4 gene_9608
ENSG00000227013 OR7E96P gene_9609
ENSG00000100422 CERK gene_9610
ENSG00000145293 ENOPH1 gene_9611
ENSG00000239213 NCK1-AS1 gene_9612
ENSG00000173218 VANGL1 gene_9613
ENSG00000224439 RPSAP10 gene_9614
ENSG00000231389 HLA-DPA1 gene_9615
ENSG00000081189 MEF2C gene_9616
ENSG00000107521 HPS1 gene_9617
ENSG00000276236 MIR6822 gene_9618
ENSG00000197575 RPS17P2 gene_9619
ENSG00000205897 OR7E136P gene_9620
ENSG00000227721 RPSAP64 gene_9621
ENSG00000236041 COX6CP18 gene_9622
ENSG00000255262 TCEB2P2 gene_9623
ENSG00000171053 PATE1 gene_9624
ENSG00000234099 MTND4P11 gene_9625
ENSG00000113263 ITK gene_9626
ENSG00000253794 IGLV10-67 gene_9627
ENSG00000172967 XKR3 gene_9628
ENSG00000137880 GCHFR gene_9629
ENSG00000104818 CGB2 gene_9630
ENSG00000226648 PLCG1-AS1 gene_9631
ENSG00000223921 MTND1P27 gene_9632
ENSG00000188993 LRRC66 gene_9633
ENSG00000227205 PFN1P9 gene_9634
ENSG00000231022 RPS3AP9 gene_9635
ENSG00000147117 ZNF157 gene_9636
ENSG00000277514 OR52Q1P gene_9637
ENSG00000117528 ABCD3 gene_9638
ENSG00000240864 IGKV1-16 gene_9639
ENSG00000185900 POMK gene_9640
ENSG00000219222 RPL12P47 gene_9641
ENSG00000228111 TPT1P2 gene_9642
ENSG00000207605 MIR191 gene_9643
ENSG00000148300 REXO4 gene_9644
ENSG00000244253 RPS29P24 gene_9645
ENSG00000105135 ILVBL gene_9646
ENSG00000202024 RNU6-934P gene_9647
ENSG00000225851 HLA-S gene_9648
ENSG00000212254 RNU6-124P gene_9649
ENSG00000116783 TNNI3K gene_9650
ENSG00000112679 DUSP22 gene_9651
ENSG00000108010 GLRX3 gene_9652
ENSG00000152670 DDX4 gene_9653
ENSG00000264675 MIR4285 gene_9654
ENSG00000163421 PROK2 gene_9655
ENSG00000162999 DUSP19 gene_9656
ENSG00000153237 CCDC148 gene_9657
ENSG00000264028 RN7SL744P gene_9658
ENSG00000132970 WASF3 gene_9659
ENSG00000258408 NT5CP2 gene_9660
ENSG00000100368 CSF2RB gene_9661
ENSG00000202217 RN7SKP47 gene_9662
ENSG00000206104 KRTAP20-3 gene_9663
ENSG00000174606 ANGEL2 gene_9664
ENSG00000167721 TSR1 gene_9665
ENSG00000253019 RN7SKP35 gene_9666
ENSG00000180855 ZNF443 gene_9667
ENSG00000199700 RNU6-223P gene_9668
ENSG00000236803 SDAD1P4 gene_9669
ENSG00000215833 QRSL1P1 gene_9670
ENSG00000115419 GLS gene_9671
ENSG00000171671 SHANK2-AS3 gene_9672
ENSG00000261536 ABHD17AP9 gene_9673
ENSG00000264554 RN7SL793P gene_9674
ENSG00000105664 COMP gene_9675
ENSG00000204604 ZNF468 gene_9676
ENSG00000100038 TOP3B gene_9677
ENSG00000171115 GIMAP8 gene_9678
ENSG00000169302 STK32A gene_9679
ENSG00000091490 SEL1L3 gene_9680
ENSG00000133657 ATP13A3 gene_9681
ENSG00000266737 MIR4691 gene_9682
ENSG00000196876 SCN8A gene_9683
ENSG00000216031 MIR298 gene_9684
ENSG00000112992 NNT gene_9685
ENSG00000187857 OR6C75 gene_9686
ENSG00000227837 TRIM60P11Y gene_9687
ENSG00000197694 SPTAN1 gene_9688
ENSG00000196466 ZNF799 gene_9689
ENSG00000207572 MIR363 gene_9690
ENSG00000157625 TAB3 gene_9691
ENSG00000013375 PGM3 gene_9692
ENSG00000261715 LINC01477 gene_9693
ENSG00000107611 CUBN gene_9694
ENSG00000130427 EPO gene_9695
ENSG00000127528 KLF2 gene_9696
ENSG00000201737 RNU1-133P gene_9697
ENSG00000164506 STXBP5 gene_9698
ENSG00000197265 GTF2E2 gene_9699
ENSG00000059122 FLYWCH1 gene_9700
ENSG00000182196 ARL6IP4 gene_9701
ENSG00000222054 RNA5SP177 gene_9702
ENSG00000061656 SPAG4 gene_9703
ENSG00000197794 IGKV7-3 gene_9704
ENSG00000133424 LARGE gene_9705
ENSG00000235120 BSN-AS1 gene_9706
ENSG00000213983 AP1G2 gene_9707
ENSG00000149100 EIF3M gene_9708
ENSG00000253066 RNU6-709P gene_9709
ENSG00000139131 YARS2 gene_9710
ENSG00000139637 C12orf10 gene_9711
ENSG00000109390 NDUFC1 gene_9712
ENSG00000250266 LINC01612 gene_9713
ENSG00000211668 IGLV2-11 gene_9714
ENSG00000278156 TSC22D1-AS1 gene_9715
ENSG00000057657 PRDM1 gene_9716
ENSG00000273630 MIR6755 gene_9717
ENSG00000115216 NRBP1 gene_9718
ENSG00000237276 ANO7P1 gene_9719
ENSG00000214264 KCTD9P4 gene_9720
ENSG00000177830 CHID1 gene_9721
ENSG00000135736 CCDC102A gene_9722
ENSG00000201524 RNU6-450P gene_9723
ENSG00000250951 USP9YP1 gene_9724
ENSG00000263872 MIR4528 gene_9725
ENSG00000177023 DEFB104B gene_9726
ENSG00000204713 TRIM27 gene_9727
ENSG00000134538 SLCO1B1 gene_9728
ENSG00000278098 MIR7973-2 gene_9729
ENSG00000147044 CASK gene_9730
ENSG00000156795 WDYHV1 gene_9731
ENSG00000277805 MIR1199 gene_9732
ENSG00000170677 SOCS6 gene_9733
ENSG00000107164 FUBP3 gene_9734
ENSG00000240183 RN7SL297P gene_9735
ENSG00000241869 RN7SL363P gene_9736
ENSG00000218502 H2AFZP3 gene_9737
ENSG00000201856 RNA5SP331 gene_9738
ENSG00000277441 MIR144 gene_9739
ENSG00000185303 SFTPA2 gene_9740
ENSG00000160471 COX6B2 gene_9741
ENSG00000276168 RN7SL1 gene_9742
ENSG00000204740 MALRD1 gene_9743
ENSG00000141384 TAF4B gene_9744
ENSG00000201348 RNU105B gene_9745
ENSG00000226174 TEX22 gene_9746
ENSG00000171433 GLOD5 gene_9747
ENSG00000016602 CLCA4 gene_9748
ENSG00000122224 LY9 gene_9749
ENSG00000179119 SPTY2D1 gene_9750
ENSG00000252720 RNU6-1258P gene_9751
ENSG00000236189 RPL18AP15 gene_9752
ENSG00000229940 TSPY22P gene_9753
ENSG00000148444 COMMD3 gene_9754
ENSG00000257137 C12orf80 gene_9755
ENSG00000099840 IZUMO4 gene_9756
ENSG00000233278 RPS26P2 gene_9757
ENSG00000111452 ADGRD1 gene_9758
ENSG00000160294 MCM3AP gene_9759
ENSG00000128585 MKLN1 gene_9760
ENSG00000182634 OR10G7 gene_9761
ENSG00000230845 GSTA10P gene_9762
ENSG00000120071 KANSL1 gene_9763
ENSG00000172731 LRRC20 gene_9764
ENSG00000222607 RNU6-628P gene_9765
ENSG00000222515 RN7SKP240 gene_9766
ENSG00000163563 MNDA gene_9767
ENSG00000229204 PTGES3P3 gene_9768
ENSG00000198464 ZNF480 gene_9769
ENSG00000207982 MIR548B gene_9770
ENSG00000233532 LINC00460 gene_9771
ENSG00000198915 RASGEF1A gene_9772
ENSG00000204634 TBC1D8 gene_9773
ENSG00000149564 ESAM gene_9774
ENSG00000110079 MS4A4A gene_9775
ENSG00000233369 GTF2IP4 gene_9776
ENSG00000269959 SPACA6P-AS gene_9777
ENSG00000120094 HOXB1 gene_9778
ENSG00000134201 GSTM5 gene_9779
ENSG00000115297 TLX2 gene_9780
ENSG00000227762 GUSBP8 gene_9781
ENSG00000230980 RPL36AP39 gene_9782
ENSG00000241134 BET1P1 gene_9783
ENSG00000214027 ARPC3P5 gene_9784
ENSG00000162076 FLYWCH2 gene_9785
ENSG00000159055 MIS18A gene_9786
ENSG00000253187 HOXA10-AS gene_9787
ENSG00000130701 RBBP8NL gene_9788
ENSG00000249693 THEGL gene_9789
ENSG00000175550 DRAP1 gene_9790
ENSG00000204148 LINC00474 gene_9791
ENSG00000213954 ATP5HP3 gene_9792
ENSG00000248327 NOL8P1 gene_9793
ENSG00000159753 RLTPR gene_9794
ENSG00000198914 POU3F3 gene_9795
ENSG00000121440 PDZRN3 gene_9796
ENSG00000034053 APBA2 gene_9797
ENSG00000171530 TBCA gene_9798
ENSG00000253412 IGHVIII-13-1 gene_9799
ENSG00000159579 RSPRY1 gene_9800
ENSG00000231445 TIMM8AP1 gene_9801
ENSG00000211829 TRDC gene_9802
ENSG00000166224 SGPL1 gene_9803
ENSG00000106688 SLC1A1 gene_9804
ENSG00000201766 RNA5SP302 gene_9805
ENSG00000226017 PRICKLE2-AS3 gene_9806
ENSG00000164924 YWHAZ gene_9807
ENSG00000168924 LETM1 gene_9808
ENSG00000154319 FAM167A gene_9809
ENSG00000115414 FN1 gene_9810
ENSG00000221548 MIR1283-2 gene_9811
ENSG00000253674 IGHVII-78-1 gene_9812
ENSG00000253781 ZNF317P1 gene_9813
ENSG00000127419 TMEM175 gene_9814
ENSG00000172817 CYP7B1 gene_9815
ENSG00000015413 DPEP1 gene_9816
ENSG00000010282 HHATL gene_9817
ENSG00000235289 BRD7P6 gene_9818
ENSG00000174628 IQCK gene_9819
ENSG00000147081 AKAP4 gene_9820
ENSG00000274496 MIR4313 gene_9821
ENSG00000132874 SLC14A2 gene_9822
ENSG00000186523 FAM86B1 gene_9823
ENSG00000212259 RNU6-308P gene_9824
ENSG00000137413 TAF8 gene_9825
ENSG00000087494 PTHLH gene_9826
ENSG00000126522 ASL gene_9827
ENSG00000198844 ARHGEF15 gene_9828
ENSG00000255359 CCDC179 gene_9829
ENSG00000123201 GUCY1B2 gene_9830
ENSG00000106609 TMEM248 gene_9831
ENSG00000276562 RN7SL565P gene_9832
ENSG00000131187 F12 gene_9833
ENSG00000267153 CTBP2P3 gene_9834
ENSG00000224707 E2F3-IT1 gene_9835
ENSG00000206688 SNORD116-18 gene_9836
ENSG00000198171 DDRGK1 gene_9837
ENSG00000254902 ANO1-AS1 gene_9838
ENSG00000105258 POLR2I gene_9839
ENSG00000091536 MYO15A gene_9840
ENSG00000065308 TRAM2 gene_9841
ENSG00000011332 DPF1 gene_9842
ENSG00000213539 YBX1P6 gene_9843
ENSG00000207129 RNA5SP187 gene_9844
ENSG00000249459 ZNF286B gene_9845
ENSG00000213033 AURKAPS1 gene_9846
ENSG00000184675 AMER1 gene_9847
ENSG00000150681 RGS18 gene_9848
ENSG00000223258 RNU6-575P gene_9849
ENSG00000168843 FSTL5 gene_9850
ENSG00000173728 C1orf100 gene_9851
ENSG00000241392 RN7SL205P gene_9852
ENSG00000154447 SH3RF1 gene_9853
ENSG00000160055 TMEM234 gene_9854
ENSG00000151838 CCDC175 gene_9855
ENSG00000230869 AGAP10P gene_9856
ENSG00000249534 LINC01258 gene_9857
ENSG00000216364 MRPL42P2 gene_9858
ENSG00000133020 MYH8 gene_9859
ENSG00000177839 PCDHB9 gene_9860
ENSG00000253963 IGLV3-2 gene_9861
ENSG00000249915 PDCD6 gene_9862
ENSG00000149187 CELF1 gene_9863
ENSG00000233610 LINC00462 gene_9864
ENSG00000227550 TRBV7-5 gene_9865
ENSG00000154143 PANX3 gene_9866
ENSG00000133056 PIK3C2B gene_9867
ENSG00000267741 UBE2L4 gene_9868
ENSG00000224435 NF1P6 gene_9869
ENSG00000230005 SNAP47-AS1 gene_9870
ENSG00000119283 TRIM67 gene_9871
ENSG00000178295 GEN1 gene_9872
ENSG00000228694 MTND4P18 gene_9873
ENSG00000010219 DYRK4 gene_9874
ENSG00000117174 ZNHIT6 gene_9875
ENSG00000264099 MIR4803 gene_9876
ENSG00000237521 OR7E24 gene_9877
ENSG00000235786 ZNRF3-IT1 gene_9878
ENSG00000003509 NDUFAF7 gene_9879
ENSG00000256896 PSMC1P8 gene_9880
ENSG00000139053 PDE6H gene_9881
ENSG00000150991 UBC gene_9882
ENSG00000176225 RTTN gene_9883
ENSG00000271198 VDAC3P1 gene_9884
ENSG00000263742 MIR3165 gene_9885
ENSG00000173530 TNFRSF10D gene_9886
ENSG00000071655 MBD3 gene_9887
ENSG00000212373 RNA5SP171 gene_9888
ENSG00000222932 RNU6-172P gene_9889
ENSG00000112796 ENPP5 gene_9890
ENSG00000214212 C19orf38 gene_9891
ENSG00000175065 DSG4 gene_9892
ENSG00000181938 GINS3 gene_9893
ENSG00000224486 HCG19P gene_9894
ENSG00000275640 MIR6793 gene_9895
ENSG00000226388 ELL2P4 gene_9896
ENSG00000240621 OR2AO1P gene_9897
ENSG00000150244 TRIM48 gene_9898
ENSG00000172732 MUS81 gene_9899
ENSG00000173486 FKBP2 gene_9900
ENSG00000240244 GAPDHP33 gene_9901
ENSG00000168970 JMJD7-PLA2G4B gene_9902
ENSG00000206857 RNU6-214P gene_9903
ENSG00000237223 SULT1C2P1 gene_9904
ENSG00000181982 CCDC149 gene_9905
ENSG00000102970 CCL17 gene_9906
ENSG00000137656 BUD13 gene_9907
ENSG00000258899 OR4U1P gene_9908
ENSG00000105419 MEIS3 gene_9909
ENSG00000188313 PLSCR1 gene_9910
ENSG00000225501 SNRPFP3 gene_9911
ENSG00000128487 SPECC1 gene_9912
ENSG00000121769 FABP3 gene_9913
ENSG00000205667 ARSH gene_9914
ENSG00000240386 LCE1F gene_9915
ENSG00000227759 VTI1BP4 gene_9916
ENSG00000126453 BCL2L12 gene_9917
ENSG00000139714 MORN3 gene_9918
ENSG00000109103 UNC119 gene_9919
ENSG00000169100 SLC25A6 gene_9920
ENSG00000172987 HPSE2 gene_9921
ENSG00000162631 NTNG1 gene_9922
ENSG00000221267 MIR1236 gene_9923
ENSG00000176903 PNMA1 gene_9924
ENSG00000196628 TCF4 gene_9925
ENSG00000116221 MRPL37 gene_9926
ENSG00000003436 TFPI gene_9927
ENSG00000080839 RBL1 gene_9928
ENSG00000196914 ARHGEF12 gene_9929
ENSG00000259710 NUTF2P6 gene_9930
ENSG00000109066 TMEM104 gene_9931
ENSG00000171206 TRIM8 gene_9932
ENSG00000273051 OR51F4P gene_9933
ENSG00000267280 TBX2-AS1 gene_9934
ENSG00000267609 SNX33P1 gene_9935
ENSG00000152093 CFC1B gene_9936
ENSG00000170502 NUDT9 gene_9937
ENSG00000158473 CD1D gene_9938
ENSG00000169762 TAPT1 gene_9939
ENSG00000232772 MTND4P22 gene_9940
ENSG00000266173 STRADA gene_9941
ENSG00000275072 SNORD50B gene_9942
ENSG00000196684 HSH2D gene_9943
ENSG00000182890 GLUD2 gene_9944
ENSG00000100253 MIOX gene_9945
ENSG00000178804 H1FOO gene_9946
ENSG00000210709 RNU6ATAC3P gene_9947
ENSG00000234485 OR7E46P gene_9948
ENSG00000237618 BTBD7P2 gene_9949
ENSG00000072042 RDH11 gene_9950
ENSG00000104833 TUBB4A gene_9951
ENSG00000200972 RNU5A-8P gene_9952
ENSG00000170122 FOXD4 gene_9953
ENSG00000205312 KRT17P4 gene_9954
ENSG00000221170 MIR1304 gene_9955
ENSG00000240342 RPS2P5 gene_9956
ENSG00000267162 SDHDP1 gene_9957
ENSG00000146001 PCDHB18P gene_9958
ENSG00000114993 RTKN gene_9959
ENSG00000167264 DUS2 gene_9960
ENSG00000214050 FBXO16 gene_9961
ENSG00000147813 NAPRT gene_9962
ENSG00000203664 OR2W5 gene_9963
ENSG00000207764 MIR133A2 gene_9964
ENSG00000257720 ILF2P2 gene_9965
ENSG00000237902 TSPY21P gene_9966
ENSG00000214736 TOMM6 gene_9967
ENSG00000048544 MRPS10 gene_9968
ENSG00000188725 SMIM15 gene_9969
ENSG00000265658 MIR3690 gene_9970
ENSG00000204934 ATP6V0E2-AS1 gene_9971
ENSG00000240138 EEF1GP4 gene_9972
ENSG00000259089 GRAMD4P5 gene_9973
ENSG00000149742 SLC22A9 gene_9974
ENSG00000225683 PACRG-AS3 gene_9975
ENSG00000130818 ZNF426 gene_9976
ENSG00000102543 CDADC1 gene_9977
ENSG00000225121 EEF1B2P5 gene_9978
ENSG00000202175 RNA5SP128 gene_9979
ENSG00000200756 RNU6-236P gene_9980
ENSG00000247213 LINC01498 gene_9981
ENSG00000143761 ARF1 gene_9982
ENSG00000055147 FAM114A2 gene_9983
ENSG00000275868 MIR8054 gene_9984
ENSG00000264796 MIR5009 gene_9985
ENSG00000232951 IPO7P1 gene_9986
ENSG00000171989 LDHAL6B gene_9987
ENSG00000255072 PIGY gene_9988
ENSG00000248420 MTATP6P9 gene_9989
ENSG00000173320 STOX2 gene_9990
ENSG00000241785 RN7SL390P gene_9991
ENSG00000233676 FDPSP6 gene_9992
ENSG00000170613 FAM71B gene_9993
ENSG00000178795 GDPD4 gene_9994
ENSG00000178229 ZNF543 gene_9995
ENSG00000252503 RNU6-531P gene_9996
ENSG00000225269 LINC00705 gene_9997
ENSG00000270906 MTND4P35 gene_9998
ENSG00000207137 SNORD116-13 gene_9999
ENSG00000260001 TGFBR3L gene_10000
ENSG00000011105 TSPAN9 gene_10001
ENSG00000248572 EGFLAM-AS2 gene_10002
ENSG00000213231 TCL1B gene_10003
ENSG00000232087 HCFC2P1 gene_10004
ENSG00000242635 RPS14P7 gene_10005
ENSG00000252415 RNU6-1012P gene_10006
ENSG00000184497 TMEM255B gene_10007
ENSG00000213069 KRT8P40 gene_10008
ENSG00000249784 SCARNA22 gene_10009
ENSG00000205929 C21orf62 gene_10010
ENSG00000165807 PPP1R36 gene_10011
ENSG00000255071 SAA2-SAA4 gene_10012
ENSG00000252595 RN7SKP82 gene_10013
ENSG00000127529 OR7C2 gene_10014
ENSG00000201790 RNA5SP189 gene_10015
ENSG00000244674 RPS3AP15 gene_10016
ENSG00000226827 NPM1P11 gene_10017
ENSG00000225999 NDUFA12P1 gene_10018
ENSG00000147576 ADHFE1 gene_10019
ENSG00000008294 SPAG9 gene_10020
ENSG00000107736 CDH23 gene_10021
ENSG00000115935 WIPF1 gene_10022
ENSG00000207604 MIR206 gene_10023
ENSG00000234377 RNF219-AS1 gene_10024
ENSG00000234562 TPMTP2 gene_10025
ENSG00000140323 DISP2 gene_10026
ENSG00000215177 IGLV8OR8-1 gene_10027
ENSG00000167257 RNF214 gene_10028
ENSG00000258828 KRT8P2 gene_10029
ENSG00000213996 TM6SF2 gene_10030
ENSG00000238262 NTM-IT gene_10031
ENSG00000099901 RANBP1 gene_10032
ENSG00000141337 ARSG gene_10033
ENSG00000068912 ERLEC1 gene_10034
ENSG00000238965 RNA5SP351 gene_10035
ENSG00000164304 CAGE1 gene_10036
ENSG00000160194 NDUFV3 gene_10037
ENSG00000122432 SPATA1 gene_10038
ENSG00000236264 RPL26P30 gene_10039
ENSG00000184659 FOXD4L4 gene_10040
ENSG00000176253 OR4K13 gene_10041
ENSG00000201595 RNA5SP132 gene_10042
ENSG00000136271 DDX56 gene_10043
ENSG00000167699 GLOD4 gene_10044
ENSG00000201671 RNA5SP90 gene_10045
ENSG00000239679 RN7SL193P gene_10046
ENSG00000162236 STX5 gene_10047
ENSG00000264406 MIR548AP gene_10048
ENSG00000152034 MCHR2 gene_10049
ENSG00000276830 MIR6730 gene_10050
ENSG00000251810 RN7SKP132 gene_10051
ENSG00000253732 IGKV2-19 gene_10052
ENSG00000166411 IDH3A gene_10053
ENSG00000157570 TSPAN18 gene_10054
ENSG00000162383 SLC1A7 gene_10055
ENSG00000143924 EML4 gene_10056
ENSG00000271072 PHBP20 gene_10057
ENSG00000233578 EIF4EP1 gene_10058
ENSG00000251774 RNU6-377P gene_10059
ENSG00000229596 MYL8P gene_10060
ENSG00000180769 WDFY3-AS2 gene_10061
ENSG00000215846 MPTX1 gene_10062
ENSG00000211924 IGHD3-9 gene_10063
ENSG00000117318 ID3 gene_10064
ENSG00000260781 ARHGAP23P1 gene_10065
ENSG00000129347 KRI1 gene_10066
ENSG00000148090 AUH gene_10067
ENSG00000263812 LINC00908 gene_10068
ENSG00000211677 IGLC2 gene_10069
ENSG00000225212 AKR1B1P6 gene_10070
ENSG00000184471 C1QTNF8 gene_10071
ENSG00000121743 GJA3 gene_10072
ENSG00000138771 SHROOM3 gene_10073
ENSG00000254858 MPV17L2 gene_10074
ENSG00000133059 DSTYK gene_10075
ENSG00000226491 FTOP1 gene_10076
ENSG00000207454 RNU6-1104P gene_10077
ENSG00000021645 NRXN3 gene_10078
ENSG00000163121 NEURL3 gene_10079
ENSG00000187959 CPSF4L gene_10080
ENSG00000168754 FAM178B gene_10081
ENSG00000247095 MIR210HG gene_10082
ENSG00000264522 OTUD7B gene_10083
ENSG00000116990 MYCL gene_10084
ENSG00000132972 RNF17 gene_10085
ENSG00000236876 TMSB4XP1 gene_10086
ENSG00000136161 RCBTB2 gene_10087
ENSG00000252255 RNU2-35P gene_10088
ENSG00000197891 SLC22A12 gene_10089
ENSG00000215612 HMX1 gene_10090
ENSG00000202058 RN7SKP80 gene_10091
ENSG00000211968 IGHV1-58 gene_10092
ENSG00000201289 RN7SKP76 gene_10093
ENSG00000234257 SOD2P1 gene_10094
ENSG00000070444 MNT gene_10095
ENSG00000086827 ZW10 gene_10096
ENSG00000153684 GOLGA8F gene_10097
ENSG00000221055 MIR1302-3 gene_10098
ENSG00000130733 YIPF2 gene_10099
ENSG00000163958 ZDHHC19 gene_10100
ENSG00000214064 RPL6P5 gene_10101
ENSG00000073067 CYP2W1 gene_10102
ENSG00000259749 NCAPGP2 gene_10103
ENSG00000196497 IPO4 gene_10104
ENSG00000278921 EPB41L4A-AS2 gene_10105
ENSG00000077044 DGKD gene_10106
ENSG00000242370 KCNAB1-AS1 gene_10107
ENSG00000211662 IGLV3-21 gene_10108
ENSG00000266405 CBX3P2 gene_10109
ENSG00000265558 MIR3918 gene_10110
ENSG00000084463 WBP11 gene_10111
ENSG00000225992 TRGVA gene_10112
ENSG00000099341 PSMD8 gene_10113
ENSG00000145192 AHSG gene_10114
ENSG00000230031 POTEB2 gene_10115
ENSG00000252499 RNU6-63P gene_10116
ENSG00000213409 C1QBPP2 gene_10117
ENSG00000062096 ARSF gene_10118
ENSG00000165556 CDX2 gene_10119
ENSG00000125551 PLGLB2 gene_10120
ENSG00000251604 LINC01385 gene_10121
ENSG00000085117 CD82 gene_10122
ENSG00000263558 RN7SL716P gene_10123
ENSG00000121671 CRY2 gene_10124
ENSG00000229250 USP9YP31 gene_10125
ENSG00000148335 NTMT1 gene_10126
ENSG00000270098 LDHAL6EP gene_10127
ENSG00000242715 CCDC169 gene_10128
ENSG00000163530 DPPA2 gene_10129
ENSG00000278204 MIR6857 gene_10130
ENSG00000123131 PRDX4 gene_10131
ENSG00000259183 MED28P6 gene_10132
ENSG00000179981 TSHZ1 gene_10133
ENSG00000185404 SP140L gene_10134
ENSG00000212163 SNORD91A gene_10135
ENSG00000273234 OR2A13P gene_10136
ENSG00000248834 MARK2P5 gene_10137
ENSG00000199831 RN7SKP291 gene_10138
ENSG00000143412 ANXA9 gene_10139
ENSG00000069122 ADGRF5 gene_10140
